Collection,Device Name,SSID,BSSID,Frequency,Technology Band,SSID Count [AVG],RSSI [AVG],Capability,Status,SSID Count [SUM]
Day2-ATT-MNO-DEF-OUT,QualiPoc_083101,DIRECT-67-HP OfficeJet Pro 9020,aa:b1:3b:fe:60:67,2437,WiFi (2.4 GHz),18,-75,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],,349
Day3_ATT-NH-IN-L2,QualiPoc_083101,SwimUpstream,d4:20:b0:e2:46:d8,5765,WiFi (5 GHz),167,-57,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,6706
Day3_TMO-DEF-IN-L2,QualiPoc_083101,MercyMedEquip,50:5c:88:03:5a:b3,2437,WiFi (2.4 GHz),161,-60,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-TKIP][ESS],,8570
Day3_TMO-DEF-L1-V1,QualiPoc_083101,LiveBetter,d4:20:b0:d6:ec:6b,5765,WiFi (5 GHz),166,-78,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,9680
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,HEATKTE-NG,d4:20:b0:d6:e5:aa,5320,WiFi (5 GHz),153,-78,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,8721
Day2-ATT-MNO-4G-IN,QualiPoc_083101,Walmartwifi,d4:20:b0:d6:ed:5e,5200,WiFi (5 GHz),154,-72,[ESS],,6637
Day1-ATT-MNO-DEF-IN,QualiPoc_083101,Eagle,d4:20:b0:e2:4b:8d,5240,WiFi (5 GHz),172,-83,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,3795
Day3_TMO-NH-L2,QualiPoc_083101,Eagle,d4:20:b0:d6:f6:2d,5745,WiFi (5 GHz),152,-77,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,2137
Day1-ATT-NH-IN,QualiPoc_083101,HEATKTE,d4:20:b0:d6:e3:66,5700,WiFi (5 GHz),154,-82,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,616
Day3_TMO-DEF-L2,QualiPoc_083101,SwimUpstream,d4:20:b0:e2:4b:58,5680,WiFi (5 GHz),171,-86,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,2062
Day2-VZN-MNO-DEF-IN,QualiPoc_083101,HEATKTE-NG,d4:20:b0:d6:e5:aa,5320,WiFi (5 GHz),137,-77,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,8553
Day1-TMO-MNO-DEF-OUT,QualiPoc_083101,MercyMedEquip,50:5c:88:02:c9:c3,2462,WiFi (2.4 GHz),28,-75,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-TKIP][ESS],,549
Day3_ATT-MNO-DEF-IN-L2,QualiPoc_083101,SwimUpstream,d4:20:b0:d6:f6:28,5745,WiFi (5 GHz),171,-78,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,1714
Day1-ATT-MNO-DEF-IN,QualiPoc_083101,m3rcytl$vo1p,50:5c:88:03:7f:7d,5785,WiFi (5 GHz),181,-76,[WPA2-EAP/SHA1+?-CCMP][RSN-EAP/SHA1+?-CCMP][ESS],,8700
Day2-TMO-MNO-DEF-OUT,QualiPoc_083101,DIRECT-MBUX 99293,66:e2:20:ac:4c:10,2412,WiFi (2.4 GHz),22,-73,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],,136
Day3_ATT-NH-IN-L1,QualiPoc_083101,LiveBetter,d4:20:b0:d6:45:eb,5680,WiFi (5 GHz),169,-72,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,8969
Day2-VZN-MNO-4G-IN,QualiPoc_083101,HEATKTE-NG,d4:20:b0:d6:ec:fc,5220,WiFi (5 GHz),145,-80,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,9864
Day1-ATT-MNO-DEF-OUT,QualiPoc_083101,HEATKTE,5c:5b:35:60:2c:72,2412,WiFi (2.4 GHz),24,-74,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,360
Day1-TMO-NH-OUT,QualiPoc_083101,Hotspot35rW,a8:40:0b:67:11:18,2437,WiFi (2.4 GHz),24,-68,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-CCMP][ESS][MFPC],,242
Day2-TMO-MNO-4G-IN,QualiPoc_083101,Walmartwifi,d4:dc:09:5e:50:15,2412,WiFi (2.4 GHz),113,-77,[ESS],,226
Day2-ATT-MNO-DEF-OUTER,QualiPoc_083101,MercyMedEquip,50:5c:88:03:4b:23,2462,WiFi (2.4 GHz),23,-76,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-TKIP][ESS],,69
Day3_ATT-MNO-DEF-IN-L1,QualiPoc_083101,HEATKTE-NG,d4:20:b0:e2:3e:9c,5680,WiFi (5 GHz),170,-81,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,9551
Day1-ATT-NH-OUT,QualiPoc_083101,LiveBetter,d4:20:b0:d6:ee:db,5520,WiFi (5 GHz),32,-84,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,32
Day1-TMO-NH-IN,QualiPoc_083101,HEATKTE-NG,5c:5b:35:60:0a:c6,5300,WiFi (5 GHz),102,-83,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,306
Day1-TMO-MNO-DEF-IN,QualiPoc_083101,HEATKTE,d4:dc:09:5e:4f:f3,5745,WiFi (5 GHz),109,-82,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1311
Day2-TMO-MNO-DEF-OUT,QualiPoc_083101,m3rcytl$,50:5c:88:03:7f:70,2412,WiFi (2.4 GHz),28,-77,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][WPA-EAP/SHA1-TKIP+CCMP][ESS],,56
Day1-TMO-NH-IN,QualiPoc_083101,SaveMoney,d4:20:b0:d6:46:05,2412,WiFi (2.4 GHz),131,-72,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,5904
Day3_unnamed,QualiPoc_083101,Eagle,d4:20:b0:d6:eb:ad,5200,WiFi (5 GHz),139,-78,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,557
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,LiveBetter,d4:20:b0:e2:4a:0b,5785,WiFi (5 GHz),149,-82,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,3129
Day1-ATT-MNO-DEF-IN,QualiPoc_083101,BYOD@Mercy,50:5c:88:03:cc:8b,5805,WiFi (5 GHz),179,-77,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,13451
Day1-WIFI-IN,QualiPoc_083101,HEATKTE,d4:20:b0:ea:7f:82,5745,WiFi (5 GHz),170,-73,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,681
Day2-ATT-MNO-4G-IN,QualiPoc_083101,SaveMoney,d4:20:b0:e2:4b:45,2462,WiFi (2.4 GHz),144,-68,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,5504
Day2-ATT-MNO-4G-IN,QualiPoc_083101,HEATKTE,d4:20:b0:d6:f6:56,5500,WiFi (5 GHz),160,-75,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,21764
Day1-ATT-NH-OUT,QualiPoc_083101,Uconnect_Hotspot_82220,ec:65:cc:2f:9c:81,5745,WiFi (5 GHz),26,-85,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,209
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,SaveMoney,d4:dc:09:49:11:d2,2462,WiFi (2.4 GHz),132,-69,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1056
Day1-TMO-MNO-DEF-IN,QualiPoc_083101,LiveBetter,d4:20:b0:e2:45:5b,5540,WiFi (5 GHz),144,-68,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,17504
Day2-VZN-MNO-DEF-OUT,QualiPoc_083101,HEATKTE-NG,5c:5b:35:60:2c:57,5180,WiFi (5 GHz),18,-79,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,240
Day1-TMO-NH-OUT,QualiPoc_083101,HEATKTE-NG,d4:20:b0:d6:ec:fc,5220,WiFi (5 GHz),32,-86,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,98
Day1-TMO-MNO-DEF-OUT,QualiPoc_083101,MercyMedEquip,50:5c:88:03:0e:c3,2437,WiFi (2.4 GHz),30,-73,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-TKIP][ESS],,581
Day2-TMO-MNO-4G-IN,QualiPoc_083101,Hotspot9322,00:54:af:eb:93:22,2437,WiFi (2.4 GHz),117,-75,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],,117
Day1-TMO-NH-IN,QualiPoc_083101,HEATKTE,d4:20:b0:ea:7b:32,5825,WiFi (5 GHz),140,-80,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,700
Day2-ATT-MNO-4G-IN,QualiPoc_083101,m3rcytl$,50:5c:88:03:5a:b0,2412,WiFi (2.4 GHz),164,-72,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][WPA-EAP/SHA1-TKIP+CCMP][ESS],,329
Day3_TMO-NH-L2,QualiPoc_083101,SwimUpstream,d4:20:b0:e2:4c:48,5680,WiFi (5 GHz),147,-79,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,6505
Day2-VZN-MNO-4G-IN,QualiPoc_083101,HEATKTE-NG,d4:20:b0:d6:f6:8c,5280,WiFi (5 GHz),154,-76,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,15882
Day1-WIFI-IN,QualiPoc_083101,HEATKTE,d4:20:b0:e2:48:b6,5765,WiFi (5 GHz),160,-73,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,12836
Day2-VZN-MNO-DEF-OUTER,QualiPoc_083101,MuscleHead007,3c:37:86:4d:d1:ed,2437,WiFi (2.4 GHz),18,-76,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],,18
Day2-ATT-MNO-4G-IN,QualiPoc_083101,LiveBetter,d4:20:b0:e2:4d:0b,5520,WiFi (5 GHz),162,-82,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,6019
Day2-ATT-MNO-4G-IN,QualiPoc_083101,Eagle,d4:20:b0:d6:ec:fd,5220,WiFi (5 GHz),155,-79,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,4991
Day3_ATT-MNO-DEF-IN-L2,QualiPoc_083101,HEATKTE,d4:20:b0:d6:ec:f6,5220,WiFi (5 GHz),171,-86,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,171
Day2-VZN-MNO-DEF-OUTER,QualiPoc_083101,McDonalds Free WiFi,20:a6:cd:2a:04:01,2412,WiFi (2.4 GHz),8,-65,[ESS],,16
Day2-VZN-MNO-4G-IN,QualiPoc_083101,HEATKTE,5c:5b:35:5f:f3:b2,5260,WiFi (5 GHz),145,-84,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,729
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,SwimUpstream,5c:5b:35:60:26:d4,2462,WiFi (2.4 GHz),134,-72,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,134
Day1-ATT-NH-IN,QualiPoc_083101,SwimUpstream,5c:5b:35:60:0b:15,2412,WiFi (2.4 GHz),183,-72,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,366
Day1-ATT-MNO-DEF-OUT,QualiPoc_083101,m3rcytl$,50:5c:88:03:cc:80,2462,WiFi (2.4 GHz),39,-78,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][WPA-EAP/SHA1-TKIP+CCMP][ESS],,39
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,HEATKTE-NG,d4:dc:09:5e:4f:9a,5805,WiFi (5 GHz),102,-81,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,817
Day1-WIFI-IN,QualiPoc_083101,SwimUpstream,5c:5b:35:60:0a:c4,5300,WiFi (5 GHz),108,-83,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,540
Day1-ATT-NH-OUT,QualiPoc_083101,Kids Spot,a8:3a:79:ae:09:21,2412,WiFi (2.4 GHz),25,-76,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,2075
Day3_TMO-NH-L2,QualiPoc_083101,HEATKTE-NG,d4:20:b0:ea:7b:55,2437,WiFi (2.4 GHz),171,-79,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,171
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,HEATKTE,5c:5b:35:60:24:72,5825,WiFi (5 GHz),193,-83,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,581
Day3_ATT-NH-IN-L2,QualiPoc_083101,SwimUpstream,d4:20:b0:e2:3f:e8,5240,WiFi (5 GHz),177,-80,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,2838
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,SwimUpstream,d4:20:b0:e2:40:d8,5220,WiFi (5 GHz),165,-77,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,4466
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,LiveBetter,d4:20:b0:d6:e3:6b,5700,WiFi (5 GHz),123,-79,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,988
Day3_ATT-NH-IN-L2,QualiPoc_083101,SwimUpstream,d4:20:b0:e2:44:f8,5280,WiFi (5 GHz),169,-86,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,9681
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,MercyInternal,50:5c:88:03:cc:81,2462,WiFi (2.4 GHz),170,-64,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,682
Day1-ATT-NH-IN,QualiPoc_083101,SwimUpstream,d4:20:b0:d6:ee:a8,5700,WiFi (5 GHz),184,-80,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,3318
Day2-VZN-MNO-DEF-IN,QualiPoc_083101,SaveMoney,d4:20:b0:e2:45:15,2437,WiFi (2.4 GHz),130,-61,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1952
Day1-ATT-NH-IN,QualiPoc_083101,HEATKTE-NG,d4:20:b0:cf:f9:cc,5520,WiFi (5 GHz),181,-80,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,6001
Day2-ATT-MNO-DEF-OUTER,QualiPoc_083101,IoT,ea:55:a8:07:2c:95,2437,WiFi (2.4 GHz),28,-80,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,28
Day2-ATT-MNO-4G-IN,QualiPoc_083101,Walmartwifi,d4:20:b0:cf:f9:ce,5520,WiFi (5 GHz),177,-80,[ESS],,9778
Day1-ATT-MNO-DEF-IN,QualiPoc_083101,Eagle,d4:20:b0:e2:48:8d,5200,WiFi (5 GHz),179,-77,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,7533
Day1-WIFI-IN,QualiPoc_083101,m3rcytl$vo1p,50:5c:88:03:7f:7d,5785,WiFi (5 GHz),179,-77,[WPA2-EAP/SHA1+?-CCMP][RSN-EAP/SHA1+?-CCMP][ESS],,5937
Day1-WIFI-IN,QualiPoc_083101,SwimUpstream,d4:20:b0:e2:48:88,5200,WiFi (5 GHz),182,-81,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,4554
Day3_ATT-NH-IN-L1,QualiPoc_083101,HEATKTE-NG,d4:20:b0:e2:4a:cc,5825,WiFi (5 GHz),169,-75,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,8987
Day3_ATT-MNO-DEF-IN-L2,QualiPoc_083101,BYOD@Mercy,50:5c:88:03:4b:24,2462,WiFi (2.4 GHz),162,-57,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,10256
Day3_ATT-NH-IN-L1,QualiPoc_083101,LiveBetter,d4:20:b0:e2:45:5b,5200,WiFi (5 GHz),170,-82,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,7491
Day1-WIFI-IN,QualiPoc_083101,HEATKTE-NG,d4:dc:09:5e:4f:fa,5745,WiFi (5 GHz),108,-82,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,649
Day3_unnamed,QualiPoc_083101,HEATKTE-NG,5c:5b:35:60:2c:57,5180,WiFi (5 GHz),149,-86,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1790
Day2-ATT-MNO-4G-OUT,QualiPoc_083101,HEATKTE-NG,5c:5b:35:60:2d:f5,2437,WiFi (2.4 GHz),19,-73,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1161
Day2-TMO-MNO-4G-OUT,QualiPoc_083101,Hotspot7E01,02:54:af:d1:7e:01,2412,WiFi (2.4 GHz),22,-78,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][ESS],,22
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,Walmartwifi,d4:20:b0:d6:ee:de,5520,WiFi (5 GHz),157,-79,[ESS],,3777
Day2-TMO-MNO-DEF-OUTER,QualiPoc_083101,Dash-6801,7a:01:b1:3b:7d:02,2437,WiFi (2.4 GHz),15,-74,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,31
Day2-VZN-MNO-4G-IN,QualiPoc_083101,ScenXus-b072bfbc4ae2,b2:72:bf:bc:4a:e2,2422,WiFi (2.4 GHz),157,-60,[ESS],,2355
Day2-ATT-MNO-DEF-OUT,QualiPoc_083101,SwimUpstream,5c:5b:35:60:2c:54,5180,WiFi (5 GHz),24,-80,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,248
Day2-ATT-MNO-DEF-OUT,QualiPoc_083101,MB WLAN 22357,a0:56:b2:b5:b6:7b,2437,WiFi (2.4 GHz),26,-80,[WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][WPA-PSK-TKIP+CCMP][ESS],,52
Day3_TMO-NH-L2,QualiPoc_083101,SaveMoney,d4:20:b0:d6:46:05,2412,WiFi (2.4 GHz),147,-82,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,590
Day1-ATT-MNO-DEF-IN,QualiPoc_083101,m3rcytl$vo1p,50:5c:88:03:03:5d,5180,WiFi (5 GHz),181,-79,[WPA2-EAP/SHA1+?-CCMP][RSN-EAP/SHA1+?-CCMP][ESS],,11611
Day3_ATT-NH-IN-L1,QualiPoc_083101,SwimUpstream,d4:20:b0:e2:3f:e8,5240,WiFi (5 GHz),163,-88,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,655
Day2-VZN-MNO-DEF-OUTER,QualiPoc_083101,A7571C,48:bd:ce:a7:57:1c,2437,WiFi (2.4 GHz),4,-77,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],,9
Day1-TMO-MNO-DEF-IN,QualiPoc_083101,HEATKTE,5c:5b:35:60:0b:12,2412,WiFi (2.4 GHz),149,-74,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1193
Day2-ATT-MNO-4G-OUT,QualiPoc_083101,HEATKTE,d4:20:b0:ea:7a:a2,5180,WiFi (5 GHz),30,-79,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,216
Day1-TMO-NH-IN,QualiPoc_083101,SwimUpstream,d4:20:b0:d6:ed:58,5680,WiFi (5 GHz),123,-73,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,12625
Day1-WIFI-IN,QualiPoc_083101,LiveBetter,d4:20:b0:d6:ef:0b,5260,WiFi (5 GHz),154,-83,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1082
Day2-VZN-MNO-DEF-OUTER,QualiPoc_083101,HarborNWA,b2:be:76:77:58:0e,2457,WiFi (2.4 GHz),23,-65,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],,46
Day2-VZN-MNO-DEF-OUT,QualiPoc_083101,GoHealth Guest,ea:cb:ac:97:2e:d3,5220,WiFi (5 GHz),25,-89,[ESS],,25
Day3_TMO-NH-L1,QualiPoc_083101,SwimUpstream,d4:20:b0:d6:ec:38,5540,WiFi (5 GHz),143,-86,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,143
Day2-ATT-MNO-4G-OUT,QualiPoc_083101,DIRECT-BMW 99556,9a:49:14:df:ae:55,2462,WiFi (2.4 GHz),11,-81,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],,22
Day1-TMO-NH-IN,QualiPoc_083101,HEATKTE-NG,d4:20:b0:e2:45:5c,5540,WiFi (5 GHz),139,-66,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,6696
Day2-VZN-MNO-DEF-OUT,QualiPoc_083101,Eagle,d4:20:b0:d6:ec:6d,5765,WiFi (5 GHz),33,-79,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,67
Day3_TMO-DEF-L2,QualiPoc_083101,SwimUpstream,d4:20:b0:e2:48:b8,5765,WiFi (5 GHz),170,-85,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,340
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,SaveMoney,d4:dc:09:63:55:33,2437,WiFi (2.4 GHz),132,-65,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,2647
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,SwimUpstream,d4:20:b0:cf:f9:c8,5520,WiFi (5 GHz),163,-80,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,5407
Day2-ATT-MNO-4G-IN,QualiPoc_083101,SwimUpstream,5c:5b:35:60:2d:d4,5785,WiFi (5 GHz),144,-83,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,867
Day1-ATT-MNO-DEF-IN,QualiPoc_083101,BYOD@Mercy,50:5c:88:03:0e:cb,5300,WiFi (5 GHz),170,-80,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,1190
Day3_TMO-DEF-L2,QualiPoc_083101,MercyMedEquip,50:5c:88:03:cc:83,2412,WiFi (2.4 GHz),145,-75,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-TKIP][ESS],,145
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,SwimUpstream,5c:5b:35:60:04:35,5260,WiFi (5 GHz),133,-83,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,935
Day1-TMO-MNO-DEF-IN,QualiPoc_083101,HEATKTE-NG,5c:5b:35:5f:f3:b6,5260,WiFi (5 GHz),131,-84,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1836
Day1-ATT-MNO-DEF-IN,QualiPoc_083101,m3rcytl$vo1p,50:5c:88:03:4b:2d,5260,WiFi (5 GHz),178,-79,[WPA2-EAP/SHA1+?-CCMP][RSN-EAP/SHA1+?-CCMP][ESS],,4116
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,SwimUpstream,5c:5b:35:60:23:75,2412,WiFi (2.4 GHz),121,-66,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,971
Day1-ATT-MNO-DEF-IN,QualiPoc_083101,CR202-0796BB,ec:6e:79:07:96:bb,2462,WiFi (2.4 GHz),192,-73,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,3660
Day3_TMO-DEF-L2,QualiPoc_083101,HEATKTE,d4:20:b0:e2:4d:06,5520,WiFi (5 GHz),174,-86,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,2962
Day1-TMO-NH-IN,QualiPoc_083101,m3rcytl$,50:5c:88:03:7f:70,2412,WiFi (2.4 GHz),141,-67,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][WPA-EAP/SHA1-TKIP+CCMP][ESS],,1844
Day1-WIFI-IN,QualiPoc_083101,SwimUpstream,5c:5b:35:60:2c:54,5180,WiFi (5 GHz),165,-75,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,3142
Day1-WIFI-OUT,QualiPoc_083101,BYOD@Mercy,50:5c:88:03:7f:74,2412,WiFi (2.4 GHz),34,-77,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,242
Day2-TMO-MNO-DEF-OUT,QualiPoc_083101,HotspotF29C,00:54:af:7f:f2:9c,2427,WiFi (2.4 GHz),23,-76,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],,503
Day3_unnamed,QualiPoc_083101,HEATKTE,d4:20:b0:d6:ec:f6,5220,WiFi (5 GHz),151,-87,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,302
